1.0122,0.099986
0.95644,0.037736
1.045,0.09992
0.93299,0.18515
1.0162,2.2312
1.0238,0.055546
0.96889,0.14914
0.93921,1.3956
1.0188,1.86
1.0761,0.16129
0.90489,0.016127
0.88083,0.017533
0.9032,0.18685
1.0491,0.021233
1.0676,0.030289
1.0428,0.037709
0.86195,0.018134
1.0414,0.058778
1.1233,0.15084
1.0605,0.090894
0.88145,1.4474
0.88581,0.043468
1.0513,0.045408
0.95508,0.16667
1.1112,0.036936
1.0125,0.019199
1.004,0.24008
0.93103,0.1427
0.9651,0.053563
0.99084,0.065259
0.92523,0.029798
1.0212,0.067543
1.1062,0.042748
0.96944,0.046852
1.0161,0.049993
1.0575,0.049993
1.1107,0.23383
1.0941,1.9067
1.1396,0.044942
1.0533,0.038922
1.044,0.34981
0.97567,0.039801
1.0063,0.14283
0.95652,0.017218
1.0112,1.7969
0.96823,0.019604
1.0529,0.019142
1.0254,1.9915
1.0753,1.2704
0.89451,0.032254
0.99337,0.074023
1.1022,0.28998
0.95567,0.032769
1.0571,0.017218
0.91165,0.14259
0.97127,0.050386
1.119,0.036214
0.99311,0.063484
0.84842,0.090849
0.99388,0.053537
1.0347,1.8418
1.0423,0.23862
0.9731,1.2965
0.87763,0.054509
0.88965,0.041667
0.9627,0.39468
0.95875,0.28548
0.91865,0.31742
0.86459,0.070165
0.96209,0.033333
0.96342,0.32038
0.92414,0.32038
0.92828,0.083333
0.81472,0.24469
0.90175,0.060495
0.98147,0.20404
1.014,0.072715
0.84192,1.5707
1.0223,0.20339
1.0341,0.18367
0.88757,2.4116
0.96373,0.37209
0.99815,0.032787
